0,1,2,3,4,5,6,7,8,9,10,11
0.7983273863792419,0.8409531712532043,0.8190644383430481,0.8065481185913086,0.8258854746818542,0.8493927717208862,0.8685821294784546,0.8252812027931213,0.8102589845657349,0.7722527980804443,0.7693341970443726,0.7969887852668762
0.5756103992462158,0.5466532707214355,0.5259296298027039,0.5089311599731445,0.6889157891273499,0.6914436221122742,0.48967015743255615,0.4946674406528473,0.5436631441116333,0.8106886744499207,0.7851458191871643,0.6088578701019287
0.7008116841316223,0.668265700340271,0.6761100888252258,0.6653551459312439,0.7376063466072083,0.6962998509407043,0.6081596612930298,0.7192256450653076,0.8819056749343872,0.8699681162834167,0.780703604221344,0.7844218015670776
0.26026153564453125,0.8209989666938782,0.32563093304634094,0.17865632474422455,0.1365361362695694,0.11829837411642075,0.22521673142910004,0.32442352175712585,0.17911013960838318,0.12392114847898483,0.12587867677211761,0.15119826793670654
0.6679480671882629,0.63286954164505,0.6442840099334717,0.6250692009925842,0.6492566466331482,0.694543719291687,0.7447081208229065,0.7930983901023865,0.6989840865135193,0.713904082775116,0.727816641330719,0.7242171168327332
0.7107800841331482,0.6487307548522949,0.6272929906845093,0.5838605165481567,0.5393539071083069,0.5301098227500916,0.555559515953064,0.5986189842224121,0.655302107334137,0.7739855647087097,0.7815269231796265,0.7703949809074402
0.6532442569732666,0.5736833214759827,0.48144179582595825,0.5610140562057495,0.6881009936332703,0.5718581676483154,0.5712683200836182,0.5595394372940063,0.5988712906837463,0.6677934527397156,0.5589689612388611,0.7033911943435669
0.8360705971717834,0.7467700839042664,0.6679610013961792,0.6720793843269348,0.7447966933250427,0.9902934432029724,0.7142450213432312,0.662077009677887,0.645851194858551,0.6941205859184265,0.6878057718276978,0.7173895239830017
0.9352913498878479,0.9131886959075928,0.8609392642974854,0.7788751721382141,0.7435523271560669,0.7111606597900391,0.6964574456214905,0.738373339176178,0.7846580743789673,0.7770580053329468,0.7890195250511169,0.9041281342506409
0.5618594884872437,0.5787357687950134,0.5486339330673218,0.5433123111724854,0.6049743890762329,0.5485066175460815,0.5218865871429443,0.588373601436615,0.7387387752532959,0.8429383635520935,0.7254344820976257,0.6289135813713074
